ProcessID,DelayedRejectionStage,MeanAcceptanceRate,proposalAdaptation,BurninLocation,SampleWeight,SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
1,0,.76901844E-01,.0000000,26,2,-4.6613938,-9.3344020,16.933822,21.013852,.15233399
1,0,.76977242E-01,.0000000,26,1,-6.4372450,-10.479381,15.927497,21.248831,1.2787749
1,0,.77694497E-01,.17173305E-01,25,9,-5.8605634,-7.4994374,15.794313,19.301441,.48317110
1,0,.78124692E-01,.0000000,25,6,-5.0350120,-10.518457,14.124242,21.244688,2.1442707
1,0,.78078362E-01,.0000000,25,1,-8.9183028,-10.320614,14.594978,22.775353,2.6671064
1,0,.78631616E-01,.0000000,25,4,-8.5030737,-8.2337190,13.501787,19.255762,2.0057111
1,0,.78610131E-01,.72634711E-02,25,5,-9.9231261,-6.6546367,17.747659,20.705577,.81195427
1,0,.79282741E-01,.0000000,25,2,-9.7223889,-8.1782869,14.673900,20.427920,3.0327741
1,0,.79704054E-01,.0000000,25,6,-9.5947425,-10.333345,14.744964,21.088207,2.7067891
1,0,.79272146E-01,.0000000,25,21,-7.4600945,-8.3058645,16.149286,19.246426,.56201126
1,0,.80265687E-01,.0000000,25,5,-6.7483378,-9.4961588,13.958062,21.124921,2.1319905
1,0,.80475919E-01,.24019157E-01,25,13,-6.7031796,-7.9978155,16.705884,21.291246,1.0765783
1,0,.80317209E-01,.0000000,25,3,-10.064262,-6.9573529,16.425359,18.253616,-1.8926270
1,0,.80835317E-01,.0000000,25,5,-9.9428029,-7.8642034,18.141375,20.820808,-1.1731654
1,0,.81465313E-01,.0000000,25,8,-6.3036753,-9.6797419,14.313996,20.838184,.81072066
1,0,.81788989E-01,.0000000,25,9,-6.0159030,-9.1036732,15.347625,20.201486,-.53424710
1,0,.81755999E-01,.90571782E-02,25,19,-2.8476273,-9.7652144,14.544880,19.553978,-.80130139E-01
1,0,.80870891E-01,.0000000,25,25,-4.0787424,-10.615410,15.593779,21.655876,.62024717
1,0,.80074013E-01,.0000000,25,21,-4.7875438,-9.3843700,14.633140,20.986820,1.6255986
1,0,.80159732E-01,.0000000,25,4,-5.8354419,-8.5360903,15.067314,20.643372,1.1744148
1,0,.80484581E-01,.0000000,25,8,-4.9635272,-8.7239372,15.084165,19.872001,-.32543836E-01
1,0,.81083052E-01,.0000000,25,2,-3.5298184,-8.8707503,16.157128,19.750982,-.50666331
1,0,.81082753E-01,.21703521E-01,25,15,-3.9416595,-10.314408,15.730507,21.416202,1.0318545
1,0,.81179133E-01,.0000000,25,27,-4.0637379,-8.9834080,16.401186,20.201480,.16834266
1,0,.80846381E-01,.0000000,25,7,-7.4755652,-8.8563793,17.152681,20.505126,-1.4789635
1,0,.81250327E-01,.0000000,25,2,-7.9267517,-10.233932,14.978282,20.556120,-1.0056428
1,0,.81171357E-01,.11752627E-01,25,3,-9.9767270,-8.9535290,14.308261,19.652075,-.60129304
1,0,.81638656E-01,.0000000,25,4,-9.2492339,-9.6993811,13.075391,19.365973,-.10090835
1,0,.82267240E-01,.0000000,25,1,-8.4683285,-10.508426,16.569443,23.221624,1.2980343
1,0,.83028970E-01,.0000000,25,11,-3.5704882,-9.7833794,16.258261,20.234743,-.79028979
1,0,.83131760E-01,.0000000,25,7,-4.3090307,-9.0687610,16.759959,20.919984,.67722916E-01
1,0,.83337050E-01,.0000000,25,1,-5.2584655,-9.7892935,16.557558,19.735064,-.93316983
1,0,.83689744E-01,.64946978E-02,25,10,-4.1377618,-10.982390,15.808644,21.358450,.10363517
1,0,.83814238E-01,.0000000,25,10,-4.3234419,-10.547789,15.765325,21.824251,.76718598
1,0,.83968545E-01,.0000000,25,10,-4.1365381,-8.4027679,15.125657,19.008194,-.19019291
1,0,.84123961E-01,.0000000,25,14,-3.9269544,-10.541886,15.428477,20.990858,-.24138806
1,0,.84397559E-01,.0000000,25,7,-3.7341435,-9.5776701,15.211236,18.777684,-.91163551
1,0,.84153609E-01,.92135922E-02,25,5,-7.2395779,-11.404562,14.654204,20.931964,1.4994300
1,0,.84697367E-01,.0000000,25,11,-4.3006259,-11.087305,14.644819,19.849927,-.63859370E-02
1,0,.84730672E-01,.0000000,25,16,-4.2296504,-11.086909,14.043016,19.621282,.20746744
1,0,.84824842E-01,.0000000,25,5,-4.7899504,-10.541234,14.134355,18.252396,-1.4741244
1,0,.85407753E-01,.0000000,25,21,-4.4595859,-10.961513,13.670743,19.320711,.27398361
1,0,.85537829E-01,.0000000,25,5,-5.0715286,-10.915350,15.380215,20.622977,.53986892
1,0,.85581306E-01,.19960453E-01,25,6,-5.9302988,-10.930272,14.008103,20.389644,1.6144239
1,0,.86340534E-01,.0000000,25,5,-4.7541073,-10.324307,13.672006,18.708111,.97671985E-01
1,0,.86341600E-01,.0000000,25,3,-6.0984154,-11.455614,13.538534,21.217635,2.1117694
1,0,.86696019E-01,.0000000,25,5,-5.1023665,-11.986975,14.266337,21.496869,.96606605
1,0,.86996589E-01,.0000000,25,6,-3.8272634,-8.9732460,15.684466,19.591742,.23030994
1,0,.87560171E-01,.0000000,25,1,-3.7322984,-8.8271385,15.463707,19.708255,-.31969725
1,0,.87452108E-01,.0000000,25,7,-4.7784952,-8.5181264,15.250374,20.229703,.65111741
1,0,.87719850E-01,.58240640E-02,25,5,-5.0507662,-9.9080283,15.598198,21.757610,1.9369463
1,0,.87636972E-01,.0000000,25,15,-4.6293090,-11.345636,14.923570,21.390849,1.1046360
1,0,.87803797E-01,.0000000,25,1,-5.6438602,-11.335950,13.001123,18.732937,-.98117443
1,0,.88203999E-01,.0000000,25,4,-5.3229904,-11.719634,12.984516,19.967731,.79582001
1,0,.88555445E-01,.0000000,25,6,-4.5487933,-9.8216604,14.332274,18.079414,-1.4678417
1,0,.88864522E-01,.0000000,25,2,-4.9195982,-9.3266211,14.108509,18.633930,.40741039
1,0,.89413068E-01,.0000000,25,1,-4.6540730,-10.758159,13.814182,19.002756,.16802514E-01
1,0,.89754380E-01,.67152005E-02,25,9,-3.7784653,-9.7076413,14.400073,18.516596,-.66978837
1,0,.89805748E-01,.0000000,25,4,-5.1267958,-11.048749,13.340376,20.896019,1.5547006
1,0,.90321790E-01,.0000000,25,6,-5.0252447,-8.7453437,15.039507,20.643931,1.2036142
1,0,.90230956E-01,.0000000,25,2,-8.6059980,-7.5847770,16.819867,21.494199,1.3691872
1,0,.90719003E-01,.0000000,25,2,-7.4499041,-8.7551795,13.178099,19.040114,1.0832489
1,0,.90788123E-01,.0000000,25,1,-9.0240421,-11.005232,12.383303,20.922409,2.9361810
1,0,.91370103E-01,.0000000,25,4,-5.3770915,-9.9468692,16.161461,22.244322,1.4517066
1,0,.91642429E-01,.0000000,25,6,-4.4111894,-9.3371983,13.766769,18.761309,.39279255
1,0,.92178017E-01,.72569623E-02,25,1,-3.1908650,-9.7058766,15.967280,20.527698,.18539455
1,0,.92147594E-01,.0000000,25,2,-5.4465465,-10.529197,16.303680,21.988946,.19579870
1,0,.92384229E-01,.0000000,25,7,-3.7889490,-10.964848,13.934552,19.323886,-.19733725
1,0,.92926225E-01,.0000000,25,4,-3.4084625,-8.9415551,15.829209,19.697785,-.54609138
1,0,.92948274E-01,.0000000,25,12,-3.0336028,-9.7900903,15.883349,20.588297,.12365514
1,0,.93393017E-01,.68982775E-02,25,8,-3.5994775,-10.138033,15.314427,21.366531,1.0483893
1,0,.93350589E-01,.0000000,25,5,-4.7708611,-9.8962923,16.094296,21.495836,1.3251853
1,0,.93179374E-01,.0000000,25,9,-6.7310676,-8.2689561,15.660397,19.764292,1.4164989
1,0,.93414649E-01,.0000000,25,10,-5.4049561,-8.4249893,15.314976,19.976522,1.4879167
1,0,.93183860E-01,.10989812E-01,25,22,-2.9496421,-9.4220750,15.520307,20.206927,.41735872
1,0,.93245922E-01,.0000000,25,2,-4.1649210,-8.5419029,15.384868,20.001367,.37862240
1,0,.93588792E-01,.0000000,25,5,-3.8801335,-9.0481837,14.344336,19.433854,.45278047
1,0,.93903204E-01,.0000000,25,5,-3.5277749,-9.4584244,15.197026,18.823724,-1.2188412
1,0,.93858339E-01,.0000000,25,2,-5.7649608,-11.463443,16.018756,22.047493,.36377777
1,0,.94311875E-01,.0000000,25,2,-4.4994000,-9.8416001,15.482144,21.496507,.82921063
1,0,.94133707E-01,.63149523E-02,25,7,-7.3200698,-8.1942546,15.212490,20.582592,.94625608
1,0,.94626342E-01,.0000000,25,6,-6.0083329,-8.3242152,16.912467,21.270339,.60780490
1,0,.94767333E-01,.0000000,25,1,-7.0606848,-7.0158750,16.164178,19.143497,.24760854
1,0,.95215848E-01,.0000000,25,2,-5.9306413,-7.9438413,14.930836,19.264878,.24775113
1,0,.95461787E-01,.47978084E-02,25,14,-5.3778266,-8.9844135,16.050546,21.498121,.98350460
1,0,.95706568E-01,.0000000,25,2,-5.8285623,-10.627472,14.123535,18.291000,-.87129297
1,0,.96149629E-01,.0000000,25,2,-5.6448448,-10.089186,14.114137,18.142937,-.61311796
1,0,.96344813E-01,.0000000,25,2,-6.2484796,-12.160205,12.849691,19.644911,-.47805997
1,0,.96629914E-01,.0000000,25,5,-5.1742656,-11.815450,14.453004,20.979605,-.35221820
1,0,.96964076E-01,.0000000,25,4,-4.4149121,-9.5808925,13.969537,18.175223,-.66550894
1,0,.97455658E-01,.0000000,25,1,-3.4597565,-9.0804534,15.316568,19.243687,-.79140226
1,0,.97473651E-01,.10947056E-01,25,12,-3.8354436,-10.996436,14.774157,19.580404,-.64411820
1,0,.97534832E-01,.0000000,25,15,-3.1986558,-9.7241465,15.516033,20.187234,-.48724138
1,0,.97264017E-01,.0000000,25,18,-3.3387159,-11.079760,14.724535,20.607273,.36398117
1,0,.97371371E-01,.0000000,25,6,-4.4171083,-10.546334,15.491031,21.069528,1.0352854
1,0,.97173195E-01,.0000000,25,9,-5.9008311,-8.8131231,14.011555,17.871654,-.15287777
1,0,.97499982E-01,.0000000,25,4,-5.4861389,-7.9658578,15.042767,18.684837,-.39088988
1,0,.97923006E-01,.0000000,25,2,-4.0444968,-8.7961974,15.995477,18.987476,-.96153032
1,0,.98229825E-01,.10561699E-01,25,8,-4.6816697,-9.0942225,15.695214,21.335583,1.2655397
1,0,.98129653E-01,.0000000,25,3,-6.9569633,-7.6785423,16.961918,19.939169,-.77141708
1,0,.98457869E-01,.0000000,25,4,-6.6751289,-8.6320964,16.305778,21.208410,1.9727819
1,0,.98094226E-01,.0000000,25,27,-4.1206125,-9.8872506,15.078958,19.802638,.58986959
1,0,.98157757E-01,.0000000,25,1,-5.6269229,-9.8888494,16.460382,21.564952,-.20454279
1,0,.98074406E-01,.77567925E-02,25,12,-3.2296569,-10.397201,14.842539,19.498614,-1.0129814
1,0,.98135899E-01,.0000000,25,9,-3.1401921,-10.453377,14.460817,19.225210,-.73795374
1,0,.97680575E-01,.0000000,25,14,-3.9562201,-10.073094,14.013124,18.462935,-.93465612
1,0,.97711548E-01,.0000000,25,1,-5.7946363,-10.835434,15.228891,20.012339,.23729517
1,0,.98166560E-01,.0000000,25,1,-3.3331922,-10.109624,14.103353,18.995314,-.23145270
1,0,.98194994E-01,.85146588E-02,25,2,-4.7643272,-10.479045,13.206289,18.684436,.87010165E-01
1,0,.98534642E-01,.0000000,25,7,-4.6021556,-9.2830794,14.487051,18.496612,-.89533985E-01
1,0,.98491597E-01,.0000000,25,2,-6.8020101,-8.1619201,14.551514,18.794390,1.1496450
1,0,.98595819E-01,.0000000,25,14,-5.7921938,-8.6193425,14.130670,19.155398,1.3360310
1,0,.98691885E-01,.0000000,25,1,-7.0245954,-8.1455980,15.862897,18.606411,.37432775E-01
1,0,.99140297E-01,.0000000,25,1,-6.3480388,-9.8062538,13.878770,19.404790,1.5033934
1,0,.99540330E-01,.0000000,25,2,-5.6913328,-10.893391,16.171035,22.155718,1.0867131
1,0,.99656164E-01,.0000000,25,2,-6.9999196,-10.619765,13.703077,20.960668,2.6174752
1,0,.99119237E-01,.53010709E-02,25,28,-4.9718988,-10.367760,14.025254,20.145054,1.5488100
1,0,.99560197E-01,.0000000,25,1,-4.2920881,-9.6324966,15.688053,19.328363,-.40151957
1,0,.10029604,.0000000,25,6,-4.2807249,-11.324499,14.924499,21.629138,.85900855
1,0,.10012200,.0000000,25,14,-3.9699843,-10.594528,14.942238,20.406189,-.62727914
1,0,.10017668,.10303131E-01,25,11,-4.0230351,-10.398806,15.898735,21.314632,-.20454939E-01
1,0,.10011058,.0000000,25,3,-5.8446303,-11.586397,14.471725,22.217048,1.6917025
1,0,.10051303,.0000000,25,2,-4.1372574,-11.029991,14.119271,21.106347,1.4323771
1,0,.10023233,.0000000,25,6,-8.5698222,-13.199432,12.945803,21.442520,1.2642826
1,0,.10030401,.0000000,25,8,-9.5510805,-12.046070,14.031158,22.496272,2.9640261
1,0,.10080496,.60164612E-02,25,4,-5.6962102,-10.293516,14.932789,22.080996,2.3566318
1,0,.10082163,.0000000,25,3,-7.2321250,-7.6096834,15.430237,19.216397,1.2389352
1,0,.10092597,.0000000,25,5,-7.8457611,-7.6977067,16.488975,21.383370,1.9027246
1,0,.10115163,.0000000,25,1,-8.3971081,-9.7771894,15.321197,22.545922,1.8864460
1,0,.10169636,.54639513E-02,25,6,-8.0718450,-7.1315680,15.087830,18.198242,-.41334533
1,0,.10175089,.0000000,25,2,-9.2154317,-7.2894034,16.782343,18.464366,-.32842240
1,0,.10208784,.0000000,25,13,-4.9585543,-9.5674411,16.705753,21.732260,.54999396
1,0,.10238107,.0000000,25,5,-3.1238424,-9.6093743,15.820608,20.530812,.40181030
1,0,.10243688,.0000000,25,2,-4.2588623,-11.397970,14.892146,20.473248,.79062456E-01
1,0,.10166049,.52680988E-02,25,34,-3.0527485,-10.181165,14.377780,20.223347,.39751690
1,0,.10163645,.0000000,25,2,-4.9420855,-11.136493,13.872754,18.766347,-1.5289221
1,0,.10138976,.0000000,25,11,-5.7271958,-10.517633,14.251742,18.839532,-1.8757759
1,0,.10155244,.0000000,25,3,-6.3190870,-8.6789121,13.742791,17.906357,-.65226740
1,0,.10183236,.0000000,25,4,-3.2393485,-9.3087568,14.674717,18.981964,-.42153772
1,0,.10171522,.11668802E-01,25,24,-2.7278101,-10.276506,15.140641,19.920579,-.32706863
1,0,.10162689,.0000000,25,3,-5.3388976,-9.0688906,16.784161,19.223549,-1.5501950
1,0,.10154293,.0000000,25,28,-3.1116488,-10.977700,14.880679,20.496844,-.15852245E-01
1,0,.10155399,.0000000,25,1,-5.1802208,-10.490162,15.351157,20.857679,1.2145142
1,0,.10160718,.0000000,25,8,-5.3626570,-10.574881,12.766705,19.252853,.39978260
1,0,.10160832,.10497567E-01,25,10,-5.4950218,-11.837427,14.935019,22.029210,.80409374
1,0,.10191524,.0000000,25,3,-5.1742514,-10.974095,15.489130,21.942000,.47118450
1,0,.10205203,.0000000,25,7,-3.2894604,-9.8581610,14.073952,19.543728,.19304266
1,0,.10213759,.0000000,25,2,-4.2092617,-10.859176,14.106416,20.279074,-.21010167
1,0,.10191177,.54138344E-02,25,22,-4.1163579,-10.821663,13.399886,19.953512,.95980948
1,0,.10216739,.0000000,25,35,-3.1418027,-10.294598,14.156041,20.107639,.41459860
1,0,.10215694,.0000000,25,3,-4.7254941,-9.7396622,14.705850,19.881727,1.1958969
1,0,.10238526,.0000000,25,3,-4.9054923,-10.685034,15.220386,21.741923,1.7420747
1,0,.10259745,.0000000,25,9,-3.0215298,-9.5317422,15.860039,20.422245,-.84614061E-01
1,0,.10257735,.0000000,25,4,-4.0416486,-9.3399925,15.956206,20.846787,.49235160E-01
1,0,.10292762,.11527275E-01,25,11,-3.9477178,-10.805107,15.281169,21.610356,1.0185523
1,0,.10305360,.0000000,25,5,-4.1649321,-10.611824,14.209847,20.379398,1.2918644
1,0,.10332519,.0000000,25,4,-4.4334369,-9.7244054,14.117968,19.898721,1.4430080
1,0,.10314591,.0000000,25,5,-6.9248194,-10.177617,14.089601,21.427430,2.8949528
1,0,.10314250,.60188182E-02,25,12,-5.6036224,-9.9281664,14.750285,21.252268,2.3471534
1,0,.10370881,.0000000,25,3,-4.9007232,-10.541239,15.902301,21.506224,1.1006285
1,0,.10400649,.0000000,25,3,-3.3666793,-9.6379530,14.716611,18.792099,-.62654700
1,0,.10430607,.0000000,25,3,-3.3259190,-10.218438,14.241381,20.009617,.88578007
1,0,.10422312,.24755515E-02,25,7,-4.2493491,-10.292471,13.795439,20.155009,1.4508044
1,0,.10459574,.0000000,25,1,-3.5242790,-10.291967,14.656867,21.024839,1.3238649
1,0,.10430353,.0000000,25,15,-4.5406975,-9.8992341,15.892989,21.850798,1.1851342
1,0,.10434455,.0000000,25,7,-4.7484980,-8.9912068,13.953472,19.093952,.29912977
1,0,.10430355,.49619169E-02,25,6,-6.9115142,-9.5584648,12.745262,18.794379,.48123044
1,0,.10465229,.0000000,25,2,-6.1858328,-8.6226150,13.585802,18.274072,.15801404
1,0,.10483086,.0000000,25,5,-6.2352414,-10.435061,15.193181,22.191671,1.2348124
1,0,.10519773,.0000000,25,1,-4.8357387,-10.197973,13.168143,19.647525,.77507338
1,0,.10523214,.0000000,25,10,-4.7725686,-8.4080951,16.406557,19.087527,-1.2762334
1,0,.10557933,.0000000,25,2,-4.7647917,-8.8803261,14.444978,18.184997,-1.0123867
1,0,.10585924,.0000000,25,3,-3.6023254,-9.0510553,14.909989,19.627202,-.63719317E-01
1,0,.10571945,.50802548E-02,25,11,-4.5009467,-8.4835873,15.134308,19.040833,-.55755489
1,0,.10599603,.0000000,25,3,-4.4968578,-9.6331288,16.820176,20.918890,-.48648366E-01
1,0,.10606277,.0000000,25,3,-5.2527980,-7.8868949,16.269508,18.948359,-.93348689
1,0,.10642425,.0000000,25,1,-3.5815979,-8.7928360,15.133426,19.458957,-.12050289
1,0,.10648252,.0000000,25,3,-4.3629353,-8.9637588,15.947735,19.707665,-1.0363824
1,0,.10626575,.21560383E-02,25,13,-4.5679548,-10.339103,16.407595,20.524162,-1.1809549
1,0,.10633140,.0000000,25,13,-4.9690371,-10.890094,14.661880,18.940248,-1.9544156
1,0,.10651650,.0000000,25,6,-5.1135772,-10.633090,14.223968,18.203411,-1.7078844
1,0,.10714984,.0000000,25,7,-3.8509020,-10.685102,14.773924,19.264530,-.69763033
1,0,.10704923,.15685187E-01,25,38,-3.8166433,-11.246398,13.664343,19.608934,-.23239905
1,0,.10732920,.0000000,25,1,-4.0125297,-10.470268,13.502013,18.848892,-.17324475
